observed_on,latitude,longitude,place_county_name,place_state_name,url,image_url,description
16/06/2010,-225.310.394.492,-441.045.913.633,São Roque de Minas,Minas Gerais,http://www.inaturalist.org/observations/2649719,https://inaturalist-open-data.s3.amazonaws.com/photos/2975976/medium.JPG,
11/07/2010,-19.919.052,-43.938.668,Volta Redonda,Rio de Janeiro,https://www.inaturalist.org/observations/59239516,https://inaturalist-open-data.s3.amazonaws.com/photos/94640991/medium.jpg,
10/08/2010,-205.850.600.692,-478.645.777.702,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/195294767,https://inaturalist-open-data.s3.amazonaws.com/photos/343525832/medium.jpg,
28/08/2010,-157.504.762.621,-477.021.281.021,São Joaquim da Barra,São Paulo,https://www.inaturalist.org/observations/156157346,https://static.inaturalist.org/photos/269989642/medium.jpeg,
19/09/2010,-189.103.784.058,-482.281.285.237,Uberlândia,Minas Gerais,http://www.inaturalist.org/observations/30737,https://inaturalist-open-data.s3.amazonaws.com/photos/53346/medium.jpg,
17/10/2010,-22.931.744.287,-424.866.843.224,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/67105381,https://inaturalist-open-data.s3.amazonaws.com/photos/108332619/medium.jpg,
29/11/2010,-19.392.825.148,-436.699.126.066,Saquarema,Rio de Janeiro,https://www.inaturalist.org/observations/64574479,https://static.inaturalist.org/photos/103835313/medium.jpeg,
11/12/2010,-203.573.689,-464.855.216,Jaboticatubas,Minas Gerais,https://www.inaturalist.org/observations/120713072,https://inaturalist-open-data.s3.amazonaws.com/photos/204194720/medium.jpg,
14/12/2010,-229.068.467,-431.728.965,São Roque de Minas,Minas Gerais,https://www.inaturalist.org/observations/246820244,https://inaturalist-open-data.s3.amazonaws.com/photos/440702417/medium.jpeg,
04/02/2011,-229.093.706.457,-427.937.758.167,Rio de Janeiro,Rio de Janeiro,https://www.inaturalist.org/observations/102637918,https://inaturalist-open-data.s3.amazonaws.com/photos/171616514/medium.jpeg,
14/04/2011,-203.265.044.075,-464.517.318.664,Maricá,Rio de Janeiro,https://www.inaturalist.org/observations/152642366,https://inaturalist-open-data.s3.amazonaws.com/photos/263529195/medium.jpeg,
18/04/2011,-200.987.555.085,-43.487.616.587,São Roque de Minas,Minas Gerais,https://www.inaturalist.org/observations/226668067,https://inaturalist-open-data.s3.amazonaws.com/photos/402026622/medium.jpeg,
31/05/2011,-208.023.191,-428.586.297,Catas Altas,Minas Gerais,https://www.inaturalist.org/observations/226673316,https://inaturalist-open-data.s3.amazonaws.com/photos/402033954/medium.jpeg,
01/07/2011,-157.600.102,-438.550.347,Viçosa,Minas Gerais,https://www.inaturalist.org/observations/9644412,https://inaturalist-open-data.s3.amazonaws.com/photos/13172031/medium.jpeg,
20/07/2011,-207.268.720.204,-482.656.879.323,Varzelândia,Minas Gerais,https://www.inaturalist.org/observations/225704897,https://inaturalist-open-data.s3.amazonaws.com/photos/400196186/medium.jpg,
10/08/2011,-217.623.554.331,-433.434.670.419,Morro Agudo,São Paulo,https://www.inaturalist.org/observations/128208424,https://static.inaturalist.org/photos/217750895/medium.jpg,
30/08/2011,-201.333.333,-43.5,Juiz de Fora,Minas Gerais,https://www.inaturalist.org/observations/194162589,https://inaturalist-open-data.s3.amazonaws.com/photos/341219355/medium.jpeg,
19/09/2011,-229.491.003,-469.835.468,Mariana,Minas Gerais,https://www.inaturalist.org/observations/166942399,https://inaturalist-open-data.s3.amazonaws.com/photos/289135105/medium.jpeg,
21/10/2011,-229.990.751.353,-45.542.880.451,Valinhos,São Paulo,https://www.inaturalist.org/observations/33729746,https://inaturalist-open-data.s3.amazonaws.com/photos/53005042/medium.jpeg,
22/12/2011,-203.869.539.973,-435.813.511.019,Taubaté,São Paulo,https://www.inaturalist.org/observations/49901487,https://inaturalist-open-data.s3.amazonaws.com/photos/79229694/medium.jpeg,
24/01/2012,-14.235.246,-47.923.683,Ouro Preto,Minas Gerais,https://www.inaturalist.org/observations/144325134,https://inaturalist-open-data.s3.amazonaws.com/photos/247684754/medium.png,
07/04/2012,-155.601.736.111,-481.065.966.667,Ubatuba,São Paulo,https://www.inaturalist.org/observations/77378585,https://inaturalist-open-data.s3.amazonaws.com/photos/126542001/medium.jpg,
26/07/2012,-188.744.770.623,-48.286.155.011,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/9768809,https://static.inaturalist.org/photos/13380182/medium.jpg,
23/09/2012,-15.831.614,-48.029.587,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/68429905,https://inaturalist-open-data.s3.amazonaws.com/photos/110800308/medium.jpeg,
20/01/2013,-219.686.054.591,-47.886.742.875,Petrópolis,Rio de Janeiro,https://www.inaturalist.org/observations/106352808,https://static.inaturalist.org/photos/178642669/medium.jpg,
26/01/2013,-14.351,-402.148,São Carlos,São Paulo,https://www.inaturalist.org/observations/20205308,https://static.inaturalist.org/photos/31186821/medium.jpg,
04/03/2013,-15.479.429,-44.385.064,Januária,Minas Gerais,https://www.inaturalist.org/observations/62201179,https://inaturalist-open-data.s3.amazonaws.com/photos/99625584/medium.jpg,
30/05/2013,-156.652.223.465,-446.546.094.171,Januária,Minas Gerais,https://www.inaturalist.org/observations/62202527,https://inaturalist-open-data.s3.amazonaws.com/photos/99632247/medium.jpg,
14/06/2013,-230.094.661.802,-433.920.756.594,Januária,Minas Gerais,https://www.inaturalist.org/observations/146981877,https://inaturalist-open-data.s3.amazonaws.com/photos/252827456/medium.jpg,Sagui
09/07/2013,-1.927.137.275,-5.078.404.775,Rio de Janeiro,Rio de Janeiro,https://www.inaturalist.org/observations/69202069,https://static.inaturalist.org/photos/112240383/medium.jpg,
13/07/2013,-236.405.105.556,-466.296.691.667,Limeira do Oeste,Minas Gerais,https://www.inaturalist.org/observations/243716116,https://inaturalist-open-data.s3.amazonaws.com/photos/434615952/medium.jpeg,
19/07/2013,-22.314.459,-490.586.951,São Paulo,São Paulo,https://www.inaturalist.org/observations/40648826,https://static.inaturalist.org/photos/64433369/medium.jpeg,
25/07/2013,-141.019.334.656,-474.997.061.491,Bauru,São Paulo,https://www.inaturalist.org/observations/4888931,https://inaturalist-open-data.s3.amazonaws.com/photos/5945434/medium.jpg,
12/10/2013,-23.585.534.409,-468.844.071.524,Cotia,São Paulo,https://www.inaturalist.org/observations/82860359,https://inaturalist-open-data.s3.amazonaws.com/photos/136031402/medium.jpeg,
26/10/2013,-236.166.496,-468.784.217,Cotia,São Paulo,https://www.inaturalist.org/observations/83069590,https://inaturalist-open-data.s3.amazonaws.com/photos/136397745/medium.jpeg,
22/11/2013,-198.877.673,-439.993.533,Cotia,São Paulo,https://www.inaturalist.org/observations/140141983,https://inaturalist-open-data.s3.amazonaws.com/photos/239842107/medium.jpeg,"Pois é...
Quase 20 anos fotografando bichos.
Nunca tinha achado um destino adequado à elas. 
Agora, através de velhos amigos, descobri o *iNaturlist*. 
Estou me divertindo e organizando tudo...
Toda foto tem sua localização e data corretas. 
Espero ajudar a comunidade com imagens e também ser ajudado na ID dos bichos.
Agradeço à todos pelas identificações e correções.
Já reencontrei e fiz muitos amigos na plataforma.
Obrigado e Abração!!
@Manequinho"
14/12/2013,-236.127.250.928,-468.275.038.581,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/37895499,https://inaturalist-open-data.s3.amazonaws.com/photos/60144478/medium.jpeg,Parque Ursulina
21/12/2013,-236.121.745.808,-468.275.038.581,Cotia,São Paulo,https://www.inaturalist.org/observations/84454837,https://inaturalist-open-data.s3.amazonaws.com/photos/138810196/medium.jpeg,"A young one, it was calling for other members of the group that were close.

 Um jovenzinho, chamava por outros membros do grupo que estavam por perto. "
22/12/2013,-229.249.952.237,-471.771.353.351,Cotia,São Paulo,https://www.inaturalist.org/observations/84625124,https://inaturalist-open-data.s3.amazonaws.com/photos/139104293/medium.jpeg,
24/12/2013,-236.110.394.539,-468.275.467.734,Campinas,São Paulo,https://www.inaturalist.org/observations/8672297,https://inaturalist-open-data.s3.amazonaws.com/photos/11618444/medium.jpeg,
03/01/2014,-18.036.386.826,-440.736.051.963,Cotia,São Paulo,https://www.inaturalist.org/observations/84626046,https://inaturalist-open-data.s3.amazonaws.com/photos/139106386/medium.jpeg,
17/01/2014,-236.393.148.605,-466.273.106.262,Augusto de Lima,Minas Gerais,https://www.inaturalist.org/observations/150178444,https://inaturalist-open-data.s3.amazonaws.com/photos/258902632/medium.jpeg,
24/02/2014,-225.080.896.948,-431.756.492.704,São Paulo,São Paulo,https://www.inaturalist.org/observations/282282821,https://static.inaturalist.org/photos/507147168/medium.jpg,
08/04/2014,-157.517.008.463,-476.630.535.037,Petrópolis,Rio de Janeiro,https://www.inaturalist.org/observations/37524969,https://static.inaturalist.org/photos/59503960/medium.jpeg,
23/05/2014,-224.207.927.529,-43.145.759.192,Campinas,São Paulo,https://www.inaturalist.org/observations/6301652,https://inaturalist-open-data.s3.amazonaws.com/photos/7933268/medium.jpeg,
31/05/2014,-199.360.607.283,-405.997.663.175,Petrópolis,Rio de Janeiro,https://www.inaturalist.org/observations/15308781,https://inaturalist-open-data.s3.amazonaws.com/photos/22919839/medium.jpeg,
13/06/2014,-231.716.896.183,-468.986.392.021,Santa Teresa,Espírito Santo,https://www.inaturalist.org/observations/77766811,https://inaturalist-open-data.s3.amazonaws.com/photos/127208311/medium.jpeg,
15/06/2014,-234.459.760.425,-466.366.624.832,Jundiaí,São Paulo,https://www.inaturalist.org/observations/8682006,https://inaturalist-open-data.s3.amazonaws.com/photos/11633863/medium.jpeg,
18/06/2014,-186.852.668.786,-464.416.649.187,São Paulo,São Paulo,https://www.inaturalist.org/observations/215418467,https://static.inaturalist.org/photos/380854880/medium.jpeg,
27/06/2014,-194.607.708,-455.964.895,Lagoa Formosa,Minas Gerais,https://www.inaturalist.org/observations/150343459,https://static.inaturalist.org/photos/259219146/medium.jpeg,
02/07/2014,-15.733.063,-47.917.685,Dores do Indaiá,Minas Gerais,https://www.inaturalist.org/observations/19767895,https://inaturalist-open-data.s3.amazonaws.com/photos/30461526/medium.jpeg,
16/07/2014,-227.806.275.395,-432.095.577.034,Marília,São Paulo,https://www.inaturalist.org/observations/147398895,https://static.inaturalist.org/photos/253627851/medium.jpeg,
22/07/2014,-154.255.572,-470.193.913,Rio de Janeiro,Rio de Janeiro,https://www.inaturalist.org/observations/271632934,https://inaturalist-open-data.s3.amazonaws.com/photos/488628685/medium.jpg,
21/08/2014,-231.567.858.618,-441.808.656.929,São Gotardo,Minas Gerais,https://www.inaturalist.org/observations/83998949,https://inaturalist-open-data.s3.amazonaws.com/photos/138004990/medium.jpg,
28/08/2014,-207.436.991,-467.505.432,Angra dos Reis,Rio de Janeiro,https://www.inaturalist.org/observations/7234239,https://inaturalist-open-data.s3.amazonaws.com/photos/9342556/medium.jpg,
31/08/2014,-1.585.659,-477.991.046,Itabira,Minas Gerais,https://www.inaturalist.org/observations/171558723,https://inaturalist-open-data.s3.amazonaws.com/photos/297711736/medium.jpeg,
09/10/2014,-211.957.846.428,-47.793.159.706,Itu,São Paulo,http://www.inaturalist.org/observations/1452967,https://static.inaturalist.org/photos/1800632/medium.JPG,
18/10/2014,-204.478.803,-418.740.536,Ribeirao Preto,São Paulo,https://www.inaturalist.org/observations/69434384,https://inaturalist-open-data.s3.amazonaws.com/photos/112653327/medium.jpeg,
05/11/2014,-209.188.537,-46.984.882,Alto Caparaó,Minas Gerais,https://www.inaturalist.org/observations/126377583,https://inaturalist-open-data.s3.amazonaws.com/photos/214420976/medium.jpeg,
02/01/2015,-179.843.660.555,-46.890.373.688,São Sebastião do Paraíso,Minas Gerais,https://www.inaturalist.org/observations/124072097,https://static.inaturalist.org/photos/210260183/medium.jpeg,
03/01/2015,-200.369.842.656,-508.996.481.475,Lagoa Grande,Minas Gerais,https://www.inaturalist.org/observations/145897092,https://inaturalist-open-data.s3.amazonaws.com/photos/250705748/medium.jpeg,
06/01/2015,-14.171.156,-47.776.408,Santa Clara do Oeste,São Paulo,https://www.inaturalist.org/observations/196909640,https://inaturalist-open-data.s3.amazonaws.com/photos/346672296/medium.jpg,
15/02/2015,-235.492.651,-469.331.962,Ribeirao Preto,São Paulo,https://www.inaturalist.org/observations/60807361,https://inaturalist-open-data.s3.amazonaws.com/photos/97255224/medium.jpg,
01/03/2015,-209.352.451,-470.124.303,Itapevi,São Paulo,https://www.inaturalist.org/observations/73208921,https://inaturalist-open-data.s3.amazonaws.com/photos/119496319/medium.jpg,
12/03/2015,-160.036.875,-41.281.738,São Sebastião do Paraíso,Minas Gerais,https://www.inaturalist.org/observations/124358223,https://static.inaturalist.org/photos/210774817/medium.jpeg,
22/03/2015,-160.036.875,-41.281.738,Pedra Azul,Minas Gerais,https://www.inaturalist.org/observations/157150449,https://inaturalist-open-data.s3.amazonaws.com/photos/271723578/medium.jpeg,
23/03/2015,-191.826.120.129,-483.944.365.422,Pedra Azul,Minas Gerais,https://www.inaturalist.org/observations/157150443,https://inaturalist-open-data.s3.amazonaws.com/photos/271723214/medium.jpeg,
06/04/2015,-158.554.133.333,-47.864.155,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/41177924,https://inaturalist-open-data.s3.amazonaws.com/photos/65300618/medium.jpg,
09/05/2015,-210.790.510.312,-470.466.584.996,Araxá,Minas Gerais,http://www.inaturalist.org/observations/1502596,https://inaturalist-open-data.s3.amazonaws.com/photos/1861191/medium.JPG,
22/05/2015,-18.581.285,-4.650.257,Itamonte,Minas Gerais,https://www.inaturalist.org/observations/123947644,https://static.inaturalist.org/photos/210036174/medium.jpeg,
04/06/2015,-2.363.849,-46.624.212,Patos de Minas,Minas Gerais,https://www.inaturalist.org/observations/149486498,https://static.inaturalist.org/photos/257597721/medium.jpg,
07/06/2015,-139.206.124.646,-478.145.235.722,São Paulo,São Paulo,http://www.inaturalist.org/observations/1590261,https://static.inaturalist.org/photos/1960308/medium.JPG,
15/07/2015,-2.251.125,-43.177.931,Petrópolis,Rio de Janeiro,https://www.inaturalist.org/observations/7517719,https://static.inaturalist.org/photos/9800315/medium.jpeg,
18/07/2015,-236.389.269.965,-466.211.816.336,Petrópolis,Rio de Janeiro,https://www.inaturalist.org/observations/46583368,https://static.inaturalist.org/photos/73884653/medium.jpg,
08/08/2015,-19.919.052,-439.386.685,São Paulo,São Paulo,https://www.inaturalist.org/observations/241773495,https://inaturalist-open-data.s3.amazonaws.com/photos/430921894/medium.jpeg,
09/08/2015,-16.606.972.107,-494.617.010.513,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/149399478,https://inaturalist-open-data.s3.amazonaws.com/photos/257433263/medium.jpeg,
20/08/2015,-189.233.675.331,-482.765.005.572,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/52102503,https://inaturalist-open-data.s3.amazonaws.com/photos/82806043/medium.jpg,Predando ninho de columbina talpacoti
25/08/2015,-217.170.679.108,-439.257.933.944,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/57044124,https://inaturalist-open-data.s3.amazonaws.com/photos/90956946/medium.jpeg,
15/09/2015,-209.352.451,-470.124.303,Lima Duarte,Minas Gerais,https://www.inaturalist.org/observations/60273854,https://inaturalist-open-data.s3.amazonaws.com/photos/96362690/medium.jpeg,
04/10/2015,-220.277.040.048,-443.200.077.116,São Sebastião do Paraíso,Minas Gerais,https://www.inaturalist.org/observations/124358121,https://static.inaturalist.org/photos/210774576/medium.jpeg,
21/10/2015,-193.422.451.256,-436.432.906.286,Liberdade,Minas Gerais,https://www.inaturalist.org/observations/131725906,https://inaturalist-open-data.s3.amazonaws.com/photos/224211915/medium.jpeg,
08/11/2015,-21.170.401,-47.810.324,Santana do Riacho,Minas Gerais,https://www.inaturalist.org/observations/49190488,https://inaturalist-open-data.s3.amazonaws.com/photos/78081421/medium.jpeg,
10/11/2015,-211.962.158,-477.926.624,Ribeirao Preto,São Paulo,https://www.inaturalist.org/observations/18697161,https://inaturalist-open-data.s3.amazonaws.com/photos/28626674/medium.jpg,
16/12/2015,-207.441.948.722,-475.829.289.075,Ribeirao Preto,São Paulo,https://www.inaturalist.org/observations/37814672,https://inaturalist-open-data.s3.amazonaws.com/photos/60024224/medium.jpeg,
24/12/2015,-194.607.708,-455.964.895,Batatais,São Paulo,https://www.inaturalist.org/observations/103890921,https://inaturalist-open-data.s3.amazonaws.com/photos/173993865/medium.jpeg,
03/01/2016,-231.515.715.565,-468.901.066.602,Dores do Indaiá,Minas Gerais,https://www.inaturalist.org/observations/18328969,https://inaturalist-open-data.s3.amazonaws.com/photos/28008716/medium.jpeg,
05/01/2016,-215.288.756,-466.436.425,Jundiaí,São Paulo,https://www.inaturalist.org/observations/38919577,https://static.inaturalist.org/photos/61850670/medium.jpg,
23/01/2016,-217.278.643.989,-43.316.846.902,Caconde,Minas Gerais,https://www.inaturalist.org/observations/73500181,https://inaturalist-open-data.s3.amazonaws.com/photos/120003388/medium.jpg,
27/01/2016,-217.186.096,-449.818.567,Juiz de Fora,Minas Gerais,https://www.inaturalist.org/observations/139655686,https://inaturalist-open-data.s3.amazonaws.com/photos/238901108/medium.jpg,
28/01/2016,-209.352.451,-470.124.303,São Thomé das Letras,Minas Gerais,https://www.inaturalist.org/observations/198070898,https://inaturalist-open-data.s3.amazonaws.com/photos/349020217/medium.jpeg,
29/02/2016,-209.172.128,-469.841.443,São Sebastião do Paraíso,Minas Gerais,https://www.inaturalist.org/observations/124358110,https://static.inaturalist.org/photos/210774499/medium.jpeg,
02/03/2016,-156.764.124.932,-479.738.053.392,São Sebastião do Paraíso,Minas Gerais,https://www.inaturalist.org/observations/50645024,https://static.inaturalist.org/photos/80428798/medium.jpg,
27/03/2016,-167.286.406,-438.582.139,Campinas,São Paulo,https://www.inaturalist.org/observations/38193851,https://inaturalist-open-data.s3.amazonaws.com/photos/60663761/medium.jpg,
02/04/2016,-188.675.754.613,-468.473.352.886,Montes Claros,Minas Gerais,https://www.inaturalist.org/observations/40979094,https://static.inaturalist.org/photos/64977567/medium.jpeg,
16/04/2016,-199.461.533.081,-439.002.499.715,Patrocínio,Minas Gerais,https://www.inaturalist.org/observations/151244067,https://static.inaturalist.org/photos/260917406/medium.jpeg,
16/04/2016,-186.853.745.984,-464.414.540.067,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/49900248,https://inaturalist-open-data.s3.amazonaws.com/photos/79227209/medium.jpeg,
17/04/2016,-236.391.665.145,-466.229.711.278,Lagoa Formosa,Minas Gerais,https://www.inaturalist.org/observations/151244080,https://static.inaturalist.org/photos/260919256/medium.jpeg,Comendo um grilo
21/04/2016,-229.691.241.083,-455.724.124.385,São Paulo,São Paulo,https://www.inaturalist.org/observations/105361160,https://inaturalist-open-data.s3.amazonaws.com/photos/176766024/medium.jpg,
07/05/2016,-186.853.494.973,-464.414.257.506,Tremembé,São Paulo,https://www.inaturalist.org/observations/49900661,https://inaturalist-open-data.s3.amazonaws.com/photos/79228653/medium.jpeg,
09/05/2016,-207.548.659,-428.785.788,Lagoa Formosa,Minas Gerais,https://www.inaturalist.org/observations/149416449,https://static.inaturalist.org/photos/257464371/medium.jpg,
25/05/2016,-212.484.875,-450.013.747,Viçosa,Minas Gerais,https://www.inaturalist.org/observations/9611283,https://inaturalist-open-data.s3.amazonaws.com/photos/13114953/medium.jpeg,
27/05/2016,-229.787.536.849,-470.383.887.565,Lavras,Minas Gerais,https://www.inaturalist.org/observations/6975001,https://inaturalist-open-data.s3.amazonaws.com/photos/8924299/medium.jpg,
02/06/2016,-161.968.092.919,-487.094.742.939,Campinas,São Paulo,https://www.inaturalist.org/observations/8470422,https://inaturalist-open-data.s3.amazonaws.com/photos/11292717/medium.jpeg,
11/06/2016,-198.943.152.523,-439.146.788.415,Ouro Branco,Minas Gerais,https://www.inaturalist.org/observations/90927345,https://inaturalist-open-data.s3.amazonaws.com/photos/150328153/medium.jpeg,
14/06/2016,-1.585.143,-48.958.564,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/116717140,https://inaturalist-open-data.s3.amazonaws.com/photos/197036570/medium.jpg,
12/07/2016,-216.044.927,-468.935.028,São Carlos,São Paulo,https://www.inaturalist.org/observations/38919615,https://static.inaturalist.org/photos/61851021/medium.jpg,
16/07/2016,-197.310.322.348,-4.181.454.921,São José do Rio Pardo,São Paulo,https://www.inaturalist.org/observations/169764825,https://inaturalist-open-data.s3.amazonaws.com/photos/294352994/medium.jpeg,
21/07/2016,-235.666.797.911,-46.718.429.346,Caratinga,Minas Gerais,https://www.inaturalist.org/observations/104645672,https://inaturalist-open-data.s3.amazonaws.com/photos/175389952/medium.jpeg,
24/07/2016,-217.300.232.381,-433.910.090.938,São Paulo,São Paulo,https://www.inaturalist.org/observations/14953348,https://inaturalist-open-data.s3.amazonaws.com/photos/22305348/medium.jpg,
28/07/2016,-157.409.993.695,-479.232.859.474,Juiz de Fora,Minas Gerais,https://www.inaturalist.org/observations/91187109,https://inaturalist-open-data.s3.amazonaws.com/photos/150792506/medium.jpg,
03/09/2016,-229.114.217,-434.415.779,Januária,Minas Gerais,https://www.inaturalist.org/observations/19431751,https://inaturalist-open-data.s3.amazonaws.com/photos/29892609/medium.jpg,
06/09/2016,-158.751.216.667,-478.376.466.667,Rio de Janeiro,Rio de Janeiro,https://www.inaturalist.org/observations/112362829,https://static.inaturalist.org/photos/189795082/medium.jpg,
09/09/2016,-2.295.137,-470.523.333.333,Rio de Janeiro,Rio de Janeiro,https://www.inaturalist.org/observations/25172103,https://static.inaturalist.org/photos/38962878/medium.jpg,
10/09/2016,-217.300.232.381,-433.910.090.938,Campinas,São Paulo,https://www.inaturalist.org/observations/20071423,https://inaturalist-open-data.s3.amazonaws.com/photos/30992783/medium.jpeg,
28/10/2016,-155.450.783.333,-481.069.138.333,Juiz de Fora,Minas Gerais,https://www.inaturalist.org/observations/91186881,https://inaturalist-open-data.s3.amazonaws.com/photos/150791936/medium.jpg,
31/10/2016,-188.858.599.306,-482.601.631.522,São Paulo,São Paulo,https://www.inaturalist.org/observations/11621460,https://static.inaturalist.org/photos/16601854/medium.jpg,
07/11/2016,-159.761.063.071,-479.668.780.239,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/258905204,https://inaturalist-open-data.s3.amazonaws.com/photos/464632735/medium.jpeg,
17/12/2016,-235.799.166.667,-468.805.283.333,São João da Ponte,Minas Gerais,https://www.inaturalist.org/observations/67299509,https://inaturalist-open-data.s3.amazonaws.com/photos/108699132/medium.jpeg,
30/12/2016,-22.908.474.545,-47.049.254.626,Cotia,São Paulo,https://www.inaturalist.org/observations/11937741,https://inaturalist-open-data.s3.amazonaws.com/photos/17092427/medium.jpg,
03/01/2017,-229.667.087.939,-432.241.712.926,Campinas,São Paulo,https://www.inaturalist.org/observations/37085437,https://static.inaturalist.org/photos/58733842/medium.jpeg,
05/01/2017,-211.097.269.963,-441.925.840.472,Rio de Janeiro,Rio de Janeiro,https://www.inaturalist.org/observations/64996343,https://inaturalist-open-data.s3.amazonaws.com/photos/104574828/medium.jpg,
13/01/2017,-209.211.492,-442.372.618,Tiradentes,Minas Gerais,https://www.inaturalist.org/observations/242923559,https://inaturalist-open-data.s3.amazonaws.com/photos/433103559/medium.jpeg,
17/01/2017,-188.558.219.072,-41.957.189.776,Resende Costa,Minas Gerais,https://www.inaturalist.org/observations/143361761,https://inaturalist-open-data.s3.amazonaws.com/photos/245850968/medium.jpeg,
20/01/2017,-14.083.332.859,-474.666.666.985,Resende Costa,Minas Gerais,https://www.inaturalist.org/observations/143361762,https://inaturalist-open-data.s3.amazonaws.com/photos/245850979/medium.jpeg,
04/02/2017,-156.662.983.404,-477.739.235.082,Resende Costa,Minas Gerais,https://www.inaturalist.org/observations/143361763,https://inaturalist-open-data.s3.amazonaws.com/photos/245850988/medium.jpeg,
07/02/2017,-1.587.315,-4.784.088,Governador Valadares,Minas Gerais,https://www.inaturalist.org/observations/161523900,https://static.inaturalist.org/photos/279198864/medium.jpeg,
12/03/2017,-22.333.457.619,-429.839.056.079,Dores do Indaiá,Minas Gerais,https://www.inaturalist.org/observations/19888248,https://inaturalist-open-data.s3.amazonaws.com/photos/30670100/medium.jpeg,
